objectid_1,objectid,statehwy,hov,toll,name2,nm,iyr,ifc,sd,fxnm,txnm,globalid,shape_Length
194,194,0,0,0, ,ARTESIA,1995,3,0,VALLEY VIEW,KNOTT,{7E46107D-0109-47CD-A381-34B130606472},5645.518698117334679
195,195,0,0,0, ,ORANGETHORPE,1995,3,0,VALLEY VIEW,WALKER,{BDE64BF4-D824-4E46-83EF-968E40E339E0},1550.610543068515653
196,196,0,0,0, ,ORANGETHORPE,1995,3,0,S KNOTT,SR-39,{3189BA06-713B-460C-A961-EB896D419195},3975.128726435962562
197,197,0,0,0, ,KNOTT,1995,3,0,ORANGETHORPE,ARTESIA,{D7CC9D3A-424B-47F0-9007-F298054B5C24},5297.989762165318098
198,198,0,0,0, ,ORANGETHORPE,1995,3,0,VALLEY VIEW,KNOTT,{9EFDB527-5C91-44A1-B2B8-60F233DB6E89},5285.507170328211032
199,199,1,0,0, ,I-5,1995,1,0, , ,{F7CC7ABE-3C5B-4E1D-AAA3-8F705C93AC4D},1559.000243052200176
200,200,0,0,0, ,ORANGETHORPE,1995,3,0,KASS,SR-39,{02A8640E-28F5-45EA-83DD-8AB31A4CF647},3834.766858673703609
201,201,0,0,0, ,MAGNOLIA,1995,3,0,ORANGETHORPE,W COMMONWEALTH,{1EF2C2C2-858B-4DBB-A5DF-8B8426423A20},3934.868211794724630
202,202,0,0,0, ,ORANGETHORPE,1995,3,0,MAGNOLIA,KASS,{870FB185-5977-480D-BD01-CF4848205E11},2775.575732163465091
203,203,0,0,0, ,EUCLID,1995,3,0,ORANGETHORPE,W MALVERN,{B725A4B8-0E4F-4CFF-87CA-CFB95C32D873},5643.775449144792219
204,204,0,0,0, ,ORANGETHORPE,1995,3,0,EUCLID,MAGNOLIA,{E1BA2D4F-636A-45B3-BAAA-CE67C0B6F88A},10470.864298539221636
205,205,0,0,0, ,HARBOR,1995,3,0,ORANGETHORPE,W CHAPMAN,{047EEBCA-01CC-4883-8BE4-E748DC12C47A},5268.341635862422663
206,206,0,0,0, ,ORANGETHORPE,1995,3,0,S HARBOR,EUCLID,{76A316B1-72E9-42B5-BAE8-F1CDE5FFBDC6},5359.855823828016582
207,207,0,0,0, ,ORANGETHORPE,1995,3,0,STATE COLLEGE,IOWA,{39AA1743-F04F-4DB3-A7AC-BCB56D9F5DF5},3795.072898065717709
208,208,0,0,0, ,STATE COLLEGE,1995,3,0,E ORANGETHORPE,E CHAPMAN,{02401924-051C-4ACC-9903-9281DBA216C9},5262.406132661166339
209,209,0,0,0, ,ORANGETHORPE,1995,3,0,S HARBOR,STATE COLLEGE,{9BDD67CB-284D-431B-A59E-343D3B926B55},10604.077280252953642
210,210,1,0,0, ,I-5,1995,1,0, , ,{809E2F32-FD02-4767-B442-4234D157F012},1473.895110819372803
211,211,0,0,0, ,MAGNOLIA,1995,3,0,BUCKINGHAM,W ORANGETHORPE,{B64D9AF4-950E-41A6-9CE7-C45B4AAFC908},599.575379357402198
212,212,1,0,0, ,SR-91,1995,1,0, , ,{62E828CF-2483-4888-927A-4102E2284FD8},1412.596692716924281
213,213,1,0,0, ,SR-91,1995,1,0, , ,{524D4756-CAD0-433B-867C-F07C90599578},541.632823510963931
214,214,1,0,0, ,I-5,1995,1,0, , ,{689102D9-8E89-4A9E-9F47-D7175B47454B},1120.736799509026696
215,215,0,0,0, ,LAKEVIEW,1995,3,0,E LA PALMA,E ORANGETHORPE,{6D6DBB86-5F61-4DD3-8092-6AA20C203E4A},2642.186002679349713
216,216,1,0,0, ,SR-90,1995,2,0, , ,{D58601E8-2456-48B8-8284-CA1E2ECF8F13},958.394054993744703
217,217,0,0,0, ,VALLEY VIEW,1995,3,0,TRINIDAD,ORANGETHORPE,{99D25838-70B6-4363-92CD-10B9D0D99BFB},749.871348955894632
218,218,1,0,0, ,SR-91,1995,1,0, , ,{52D6C63E-8D76-4AAF-B3EF-2F49FDD272BC},1727.666457906184860
219,219,0,0,0, ,LA PALMA,1995,3,0,SR-90,LAKEVIEW,{AC165BE1-322F-48A7-AD04-C6B3DA23D0C2},8513.305500539283457
220,220,0,0,0, ,MAGNOLIA,1995,3,0, , ,{42573022-C809-4F64-AE81-5C7705061F03},234.034045499095242
221,221,1,0,0, ,SR-91,1995,1,0, , ,{AA702DEE-84B8-436A-B530-5EE54905F0F8},601.338547033774034
222,222,1,0,0, ,I-5,1995,1,0, , ,{08D90B0B-49F6-40FD-8D1E-01740D143ED0},877.016806546044336
223,223,1,0,0, ,SR-91,1995,1,0, , ,{4B408560-9977-4722-BEC4-36729FCCED53},542.055638154811504
224,224,1,0,0, ,I-5,1995,1,0, , ,{B633834C-9B2E-4A58-8524-6D369225BB47},756.556616453938659
225,225,1,0,0, ,SR-91,1995,1,0, , ,{5EE86EF0-36AC-41AC-8519-B1E05ECF4601},925.065746736323945
226,226,1,0,0, ,SR-91,1995,1,0, , ,{DF76282F-5456-4D37-BD74-59A71FF05A51},851.473785557052452
227,227,1,0,0, ,SR-39,1995,2,0, , ,{D4768166-0A5A-42FE-88C9-4A54C0F093D8},1075.868796716770248
228,228,1,0,0, ,SR-91,1995,1,0, , ,{B7D6F59A-30EF-44E9-985F-EABA9C550975},3977.081505325493708
229,229,0,0,0, ,KNOTT,1995,3,0,NORITSU,ORANGETHORPE,{23DC90C7-B304-4433-801C-9417AEE4481E},1083.847125502010840
230,230,1,0,0, ,SR-91,1995,1,0, , ,{39CBC962-6B58-4C5C-8430-AF29D00178FE},5358.149416789571660
231,231,1,0,0, ,SR-91,1995,1,0, , ,{57A8433D-A951-432D-B955-587246EA45BC},1658.343959012942378
232,232,1,0,0, ,SR-91,1995,1,0, , ,{6CCE1139-2F5C-473C-8F5F-1335460F1585},3135.617194146931979
233,233,1,0,0, ,SR-91,1995,1,0, , ,{32BDCCF3-598E-4F92-B68A-601DBF25E228},2342.900638944129241
234,234,0,0,0, ,MAGNOLIA,1995,3,0, , ,{E91CC229-0604-47FD-A73D-E73A2CA5985B},593.064466963477912
235,235,1,0,0, ,I-5,1995,1,0, , ,{5B72F2DC-DDD5-4241-AF81-7F856AA1897D},826.016570867140217
236,236,0,0,0, ,MAGNOLIA,1995,3,0, , ,{4A5837A0-44F1-409F-97DA-B75AE7260528},116.928489918866248
237,237,1,0,0, ,I-5,1995,1,0, , ,{A80303B9-300F-4ECC-87D8-483FA0025EFF},1334.199874641181395
238,238,0,0,0, ,EUCLID,1995,3,0,ROMNEYA,W ORANGETHORPE,{6E4BCD86-9456-4183-AA39-7DE389D55A7F},1917.387726925430115
239,239,0,0,0, ,LA PALMA,1995,3,0,LAKEVIEW,TUSTIN,{0D336FDE-0240-4AD4-9358-2BB651184161},6232.462176921249920
240,240,0,0,0, ,TUSTIN,1995,3,0,E LA PALMA,DEL CERRO,{CE534B28-E1BA-495D-BE60-A2437B148808},5106.245853887865451
241,241,1,0,0, ,SR-91,1995,1,0, , ,{7DD3F425-20A9-4081-82D0-35DD41819E0D},5295.315068258015344
242,242,1,0,0, ,SR-91,1995,1,0, , ,{38D9AC32-3A96-4569-836A-6AFE8F214DC5},4523.244269900722429
243,243,0,0,0, ,HARBOR,1995,3,0,HOUSTON,E ORANGETHORPE,{EC33EE71-2B65-4106-AD4F-F88401148A5B},2034.017582843786386
244,244,1,0,0, ,I-5,1995,1,0, , ,{518A7611-4F37-4F47-9320-1A3B527A5994},1019.976774597759459
245,245,1,0,0, ,I-5,1995,1,0, , ,{546C9E44-392A-40D1-8B0C-B4D78526E075},944.635255329805659
246,246,1,0,0, ,SR-91,1995,1,0, , ,{C9728E47-DB0A-4721-A6BE-F8310796C058},5364.983003077265494
247,247,0,0,0, ,STATE COLLEGE,1995,3,0,E VIA BURTON,E ORANGETHORPE,{7BDDD0BB-39B3-4B9C-A2FA-5BE1A4451BEC},2028.126833911940139
248,248,1,0,0, ,SR-91,1995,1,0, , ,{CD951398-94CE-4AF3-ADDF-3A964A689324},10656.280272957581474
249,249,1,0,0, ,SR-91,1995,1,0, , ,{5DF831CC-A93C-49B1-BCE3-4B0626FE03C0},10321.825050866125821
250,250,1,0,0, ,SR-90,1995,2,0, , ,{AB25F0EA-A324-441C-99CB-11DB1E7189AE},2018.790914477356864
251,251,1,0,0, ,SR-111,1995,2,0, , ,{7409D8D6-3E07-4A16-996C-11AF7B15D049},23250.122567643986258
252,252,0,0,0, ,LA PALMA,1995,3,0,KRAEMER,TUSTIN,{70970B03-87BB-403F-86AC-18FCA4F8BA2F},6316.882400122392028
253,253,0,0,0, ,KRAEMER,1995,3,0,E ORANGETHORPE,E LA PALMA,{E4BFFFC6-D5F3-4DAE-B1DF-99F6506F305A},5287.866882439725487
254,254,0,0,0, ,TUSTIN,1995,3,0,PACIFC CENTER,E LA PALMA,{1F29DCA0-D950-407D-9201-093944CDEC56},1577.062788813687348
255,255,1,0,0, ,SR-91,1995,1,0, , ,{64E418FD-F1DB-42E1-BBEA-15552F30845B},7636.961490766809220
256,256,0,0,0, ,LAKEVIEW,1995,3,0,E SANTA ANA CANYON,E LA PALMA,{D058A616-4A85-4D0F-BFE1-AB3C39F14A7B},3366.644304021330299
257,257,1,0,0, ,SR-57,1995,1,0, , ,{FC8F7986-5586-4517-A763-03C7D5328E7D},4321.683645523294217
258,258,1,0,0, ,SR-91,1995,1,0, , ,{A69D570A-9BD8-4E42-8E57-0D2EAE5C2DE8},4491.860069976822160
259,259,1,0,0, ,SR-111,1995,2,0, , ,{AF0DB2A0-A1DA-49F9-A274-5162B046DD6D},1531.865075671476234
260,260,0,0,0, ,MOODY,1995,3,0,LA PALMA,HOUSTON,{4DF59F20-535C-46DB-B4C9-94BD1B232F70},2635.999976880180839
261,261,0,0,0, ,LA PALMA,1995,3,0,DENNI,MOODY,{9EC7A415-CDDD-47C1-A33B-44DAAF58887F},2634.162383148862318
262,262,0,0,0, ,VALLEY VIEW,1995,3,0,LA PALMA,ORANGETHORPE,{ED96EE84-E040-48BB-B6B9-2D2E20486EA9},3742.360920982053358
263,263,0,0,0, ,LA PALMA,1995,3,0,MOODY,VALLEY VIEW,{1C5C1623-9ABB-4DD0-9A30-B1C0AB4940EA},5296.977550259422969
264,264,1,0,0, ,SR-39,1995,2,0, , ,{786EB04A-EE6C-4BCC-B7C6-5D90A008EE11},3462.143546136670921
265,265,0,0,0, ,LA PALMA,1995,3,0,SR-39,KNOTT,{154D24B5-C705-4DBA-8D38-3801BBB2976D},3955.506607197877656
266,266,0,0,0, ,KNOTT,1995,3,0,LA PALMA,HOUSTON,{4B4F23EA-1E55-4D30-93E5-C89E76064A17},3427.933086507980988
267,267,0,0,0, ,LA PALMA,1995,3,0,VALLEY VIEW,KNOTT,{60E9FD38-A1A4-4E26-990F-FCD0611B7141},5294.324434399777601
268,268,0,0,0, ,BROOKHURST,1995,3,0,LA PALMA,W PAGE,{BCA98A80-8A50-425F-9902-611AF46D2223},2509.048108313433659
269,269,0,0,0, ,MAGNOLIA,1995,3,0,LA PALMA,ORANGETHORPE,{D4C82687-962E-4AE0-A104-D6CCACE414BE},2976.843747606046236
270,270,0,0,0, ,LA PALMA,1995,3,0,MAGNOLIA,SR-39,{E157D841-4DDE-4978-87D2-5E7938A8C681},6628.264006211720698
271,271,0,0,0, ,EUCLID,1995,3,0,LA PALMA,W MEDICAL CENTER,{266A96B6-2ACC-412A-842C-482AFA9DB5EB},2600.763937978686499
272,272,0,0,0, ,LA PALMA,1995,3,0,EUCLID,BROOKHURST,{E9BB2728-36ED-4C28-B6E7-A170EB34804B},5301.952284814034101
273,273,0,0,0, ,LA PALMA,1995,3,0,BROOKHURST,W SEQUOIA,{F3418AA4-5F5A-40F2-9D03-78195389C6CC},873.994211628390872
274,274,1,0,0, ,I-5,1995,1,0, , ,{5A524657-EDF8-4EE4-A576-34B093393E59},4358.846568321417180
275,275,0,0,0, ,LA PALMA,1995,3,0,MORAGA,MAGNOLIA,{57FA9125-DEB4-4CDB-AD82-6AC42FB91132},4333.939522063486947
276,276,0,0,0, ,HARBOR,1995,3,0,LA PALMA,W ROMNEYA,{2C46E5AC-19EF-4037-AE38-8659ABECEAF0},2507.740301426040332
277,277,0,0,0, ,LA PALMA,1995,3,0,EUCLID,HARBOR,{1C848D52-7E79-4CA6-9251-DF8EF11A4CDC},5410.649787442559500
278,278,0,0,0, ,LA PALMA,1995,3,0,BLUE GUM,KRAEMER,{2FD62722-AC7A-4BA6-BB08-4BB070723CA1},4382.566180659840938
279,279,1,0,0, ,SR-91,1995,1,0, , ,{9AD2246C-C6BA-432B-AFEF-BBF76DA4F289},1568.110153988891170
280,280,1,0,0, ,SR-91,1995,1,0, , ,{C47EFF65-187C-4187-8A53-1ED2E345C0CC},5479.634323736137958
281,281,0,0,0, ,KRAEMER,1995,3,0,FRONTERA,E LA PALMA,{E8F6397A-27D9-4652-B1A0-2DB596916D54},1335.461851732436799
282,282,0,0,0, ,STATE COLLEGE,1995,3,0,E LA PALMA,E VIA BURTON,{CD0160D6-EAB7-4F5C-AD96-F7C0BCAD4427},2570.559152996504963
283,283,0,0,0, ,LA PALMA,1995,3,0,STATE COLLEGE,HARBOR,{BCC660E8-7877-4F7F-84A4-45900DBAB2FE},10522.867416580005738
284,284,1,0,0, ,SR-57,1995,1,0, , ,{EB23F3DE-0CDB-47F1-8E07-FA129CB9723C},867.713459477220340
285,285,0,0,0, ,LA PALMA,1995,3,0,STATE COLLEGE,FRONTERA,{4634A8EE-D69C-4F34-ADBD-5554EE9A0A71},4087.133255323662070
286,286,0,0,0, ,LA PALMA,1995,3,0,FRONTERA,BLUE GUM,{C5AB4F5D-E78A-4006-8859-8DEF86700936},1442.969705979669470
287,287,0,0,0, ,BROOKHURST,1995,3,0,RAMP I-5 NB,LA PALMA,{6BEE6456-1A23-47D8-B0DE-E4310C8C8C7B},549.991700177439952
288,288,1,0,0, ,I-5,1995,1,0, , ,{26631B7D-48A9-499C-9A12-3C53BD63EAD1},1069.873336016502435
289,289,1,0,0, ,SR-91,1995,1,0, , ,{B3186B1A-8A9F-4465-AF98-EDDB1AF26907},4849.089239401175291
290,290,1,0,0, ,SR-91,1995,1,0, , ,{968332A4-9E60-47D7-9EFA-8CA469EB7147},4657.811199093472169
291,291,1,0,0, ,SR-91,1995,1,0, , ,{FDF3BA5C-334D-4FC2-98BC-DEA3AD7BB8A3},4305.304536823009585
292,292,0,0,0, ,STATE COLLEGE,1995,3,0,LINCOLN,E LA PALMA,{FA64E979-C9A3-42EB-AB69-62EB6882EAD5},2600.339256601526358
293,293,1,0,0, ,SR-57,1995,1,0, , ,{139576B3-4FCD-4224-8920-B895E978E60E},3418.112825668025835
294,294,0,0,0, ,LINCOLN,1995,3,0,SUNKIST,STATE COLLEGE,{E144C90E-677F-4F23-A485-64DDFAD9675B},4110.089701743339901
295,295,0,0,0, ,EUCLID,1995,3,0,WESTMONT,W LA PALAMA,{41EC9534-AE04-408A-83C5-DAEFB6C4F683},4189.518592542500301
296,296,1,0,0, ,I-5,1995,1,0, , ,{18CD2414-D7BE-4A95-8B32-5374072227BE},6451.914293756597544
297,297,0,0,0, ,GLASSELL,1995,3,0,LINCOLN,FRONTERA,{879C7A1D-2483-4D89-BD5A-075BE281A8A6},4629.718484703557806
298,298,0,0,0, ,LINCOLN,1995,3,0,S HARBOR,STATE COLLEGE,{2B580E09-D5C4-4436-AF04-CE3735A8B074},9577.632512934766055
299,299,0,0,0, ,HARBOR,1995,3,0,LINCOLN,LA PALMA,{9CA242DD-3F04-4294-996C-2234C85C9F8F},4900.723701541845003
300,300,0,0,0, ,LINCOLN,1995,3,0,GLASSELL,RIO VISTA,{3A325A02-C24A-4ECE-B13C-1EA669AE3BAF},7260.756636290062488
301,301,1,0,0, ,SR-55,1995,1,0, , ,{05DA74DE-0ECE-4623-9355-69742EA2E156},4386.051189869260270
302,302,0,0,0, ,LINCOLN,1995,3,0,GLASSELL,TUSTIN,{B16CBD96-FEAE-4050-B927-CBD72E683DEA},5403.459483109132634
303,303,0,0,0, ,MOODY,1995,3,0,LINCOLN,LA PALMA,{967C98C7-050F-474C-9C88-CD1BD8EA2248},5329.220101298114059
304,304,0,0,0, ,LINCOLN,1995,3,0,BLOOMFIELD,MOODY,{9DD312BC-0A8C-4843-A791-9310A3D10409},5293.128594094549044
305,305,0,0,0, ,VALLEY VIEW,1995,3,0,LINCOLN,LA PALMA,{70DB2035-F52B-4D71-8486-F9B9960E75A8},5338.700409974157083
306,306,0,0,0, ,LINCOLN,1995,3,0,MOODY,VALLEY VIEW,{1FAF51DC-78FA-4468-B83D-0933ECD9D5DD},5268.422837532861195
307,307,1,0,0, ,SR-39,1995,2,0, , ,{CBE1986C-E9CC-45C5-ABCB-50A995A21225},5579.724288212929423
308,308,0,0,0, ,BROOKHURST,1995,3,0,LINCOLN,W SEQUOIA,{2F673BE0-59AD-4150-A37F-D0C76AF6FE6C},4782.013368706158872
309,309,0,0,0, ,LINCOLN,1995,3,0,SR-39,KNOTT,{3728A27E-5DF7-47DF-BA95-E46E96283B77},5232.834686692282048
310,310,0,0,0, ,KNOTT,1995,3,0,LINCOLN,LA PALMA,{43A6EB10-5398-456F-A99D-61D6D22694AE},5353.100461066166645
311,311,0,0,0, ,LINCOLN,1995,3,0,VALLEY VIEW,KNOTT,{E370295A-527D-444C-9186-5D5F9CC3B211},5293.170535548359112
312,312,0,0,0, ,LINCOLN,1995,3,0,MAGNOLIA,BROOKHURST,{33C0451E-F0F1-401B-828D-BE92ACF683E9},5177.506792856537686
313,313,0,0,0, ,MAGNOLIA,1995,3,0,LINCOLN,W LA PALMA,{98074FAD-BCFB-474D-818E-3D242355D2A2},5301.932472523020806
314,314,0,0,0, ,LINCOLN,1995,3,0,S MAGNOLIA,BEACH,{3B0ACD85-632A-4590-9579-01762D37DBFF},5335.536708983999233
315,315,1,0,0, ,I-5,1995,1,0, , ,{96EB7727-6DF1-4FD3-8ADA-79249D9CC88D},2842.238528364641297
316,316,0,0,0, ,LINCOLN,1995,3,0,MANCHESTER,EUCLID,{8E53F67D-A085-4738-9EAB-185DD5DCC372},2660.105953575309741
317,317,0,0,0, ,EUCLID,1995,3,0,LINCOLN,W WESTMONT,{3BB3412F-1E41-46E7-B456-C60FAAEBAC6B},1131.819986513498179
318,318,0,0,0, ,LINCOLN,1995,3,0,EUCLID,BROOKHURST,{36968B99-0F12-4E13-AA93-8D09FE83FC27},5309.853482311325934
319,319,0,0,0, ,LINCOLN,1995,3,0,S HARBOR,WILSHIRE,{8BAA5BB7-6641-4294-95F8-FA7D598F9CAD},4155.326615659177151
320,320,1,0,0, ,I-15,1995,1,0, , ,{88704BC2-7F8D-4E62-9D44-3C4B92B5F248},19719.339527173127863
321,321,0,0,0, ,MOODY,1995,3,0,BALL,LINCOLN,{BFFF7898-C7DD-4D11-8AF2-64098120EE3A},5392.339766029225757
322,322,0,0,0, ,BALL,1995,3,0,MOODY,NORWALK,{445D53F1-5B09-484F-B1CA-172BF5620F6D},6654.377881681291001
323,323,0,0,0, ,VALLEY VIEW,1995,3,0,BALL,LINCOLN,{EB977DED-9491-490B-BD65-34804830B021},5327.169378562260135
324,324,0,0,0, ,BALL,1995,3,0,MOODY,VALLEY VIEW,{E4F3061E-B231-4B35-98CE-4001017FFC6E},5269.469192446267698
325,325,1,0,0, ,I-5,1995,1,0, , ,{16EE378E-4968-4322-B672-DE14B52C8ACB},6853.665791020263896
326,326,1,0,0, ,SR-39,1995,2,0, , ,{C9C59679-7839-4FA5-81E4-7D773677529F},5326.431583728388432
327,327,0,0,0, ,BALL,1995,3,0,SR-39,KNOTT,{F172E9CE-4B45-481F-B59B-1DA3076819FA},5219.329980376874119
328,328,0,0,0, ,KNOTT,1995,3,0,BALL,LINCOLN,{25FE7F0A-D8C9-42E0-9027-9B907A318018},5331.036605879293347
329,329,0,0,0, ,BALL,1995,3,0,VALLEY VIEW,KNOTT,{61FDF5A1-1966-4DF4-9C5E-C1069DD89192},5301.664285791036491
330,330,0,0,0, ,MAGNOLIA,1995,3,0,BALL,LINCOLN,{B1566122-F492-4BA3-ADC4-57DB1D3333BA},5342.685467680917100
331,331,0,0,0, ,BALL,1995,3,0,S MAGNOLIA,SR-39,{EF2DF8AC-9833-4EFA-BCD7-C997ACA8CD29},5335.121619145068507
332,332,0,0,0, ,BROOKHURST,1995,3,0,BALL,LINCOLN,{F81A1072-9557-4D35-8655-D70EEA21E894},5360.074964991317756
333,333,0,0,0, ,BALL,1995,3,0,S MAGNOLIA,BROOKHURST,{DC72B6A2-4E5F-4DAF-94B8-EA305B9F2F0E},5143.506906972121214
334,334,0,0,0, ,EUCLID,1995,3,0,BALL,LINCOLN,{366D57DE-21CE-4BF9-9B7C-A849715E88F0},5342.763029372678830
335,335,0,0,0, ,BALL,1995,3,0,EUCLID,BROOKHURST,{1F6563E7-D323-4E6F-A1BA-8172A4894938},5335.183335794466075
336,336,0,0,0, ,BALL,1995,3,0,CAST,EUCLID,{414176B4-D6F7-4F1E-B55C-C886D030D344},7043.955122658273467
337,337,0,0,0, ,HARBOR,1995,3,0,BALL,LINCOLN,{DE28BB05-293F-46F9-84E7-CA3303605474},6073.169802641038586
338,338,0,0,0, ,BALL,1995,3,0,S HARBOR,CAST,{F22F89C3-F602-4FD4-8401-1D991D496EC5},893.728060201015523
339,339,0,0,0, ,STATE COLLEGE,1995,3,0,E BALL,LINCOLN,{A0046C33-6A9E-4F04-B9FC-D1574DAF7B42},7981.291747207980734
340,340,0,0,0, ,BALL,1995,3,0,S STATE COLLEGE,HARBOR,{8BEB6663-40EB-4BA4-ADFF-197A1EF6425E},7938.874528321622165
341,341,1,0,0, ,SR-57,1995,1,0, , ,{0BBF6269-1B22-4658-BBB6-FBFC15CBC457},7191.142532780691909
342,342,0,0,0, ,BALL,1995,3,0,SUNKIST,STATE COLLEGE,{6960478C-1197-4F51-B586-43797780DC35},3964.354722902248341
343,343,0,0,0, ,HARBOR,1995,3,0,MANCHESTER,W BALL,{71E2E736-6F97-4E5D-B5CB-0EDDBF23F279},900.294008193007585
344,344,1,0,0, ,I-5,1995,1,0, , ,{EBBF8808-E82D-4864-AF63-BCDE82D77A31},1374.812640541057590
345,345,1,0,0, ,SR-79,1995,2,0, , ,{0C040E81-ADE6-4930-8127-D1A6710692A2},43456.764937905536499
346,346,0,0,0, ,MOODY,1995,3,0,CERRITOS,BALL,{602C2F3B-5A94-423B-A20D-4EA3ACE98E99},2386.414291589745517
347,347,1,0,0, ,SR-55,1995,1,0, , ,{E5C91535-5269-493F-BA5B-6D2F0F35669C},9225.690217190773183
348,348,0,0,0, ,VILLA PARK,1995,3,0,WANDA,LINDA VISTA,{DF5EE2F2-EB30-40AC-9907-EAC54205106F},7305.531094661214411
349,349,0,0,0, ,GLASSELL,1995,3,0,LINCOLN,LINCOLN,{AD4213B7-B499-44B9-BB06-6B99195741A2},9746.484000845099217
350,350,0,0,0, ,KATELLA,1995,3,0,GLASSELL,MAIN,{580A80BD-48EA-4FFD-8EFC-E4C396C86CC3},4226.752462565453243
351,351,0,0,0, ,KATELLA,1995,3,0,GLASSELL,TUSTIN,{0C398422-B696-4C92-92AC-FACA057E2A11},6519.384208785502778
352,352,1,0,0, ,SR-57,1995,1,0, , ,{5CCDA336-25B6-4467-B09E-94214F45FA40},4560.054802151279546
353,353,0,0,0, ,KATELLA,1995,3,0,S DOUGLAND,MAIN,{2786636E-DC23-4498-9D34-91A4E9857054},4270.357521184327197
354,354,1,0,0, ,I-605,1995,1,0, , ,{4B4FC309-158A-4418-A5EB-FCE8A9BF8B29},1105.029830921021585
355,355,0,0,0, ,KATELLA,1995,3,0, , ,{154D323B-61A3-4409-A0B4-33A964167343},851.821987204509242
356,356,0,0,0, ,LOS ALAMITOS,1995,3,0,KATELLA,E WARDLOW,{81EC6E80-526C-4035-8E6E-77C049FE9CDD},4542.694473302606639
357,357,0,0,0, ,KATELLA,1995,3,0,LOS ALAMITOS, ,{0783E604-3FCB-4B2F-8F40-EB74114107A3},2934.597901466373969
358,358,0,0,0, ,KATELLA,1995,3,0,LOS ALAMITOS,LEXINGTON,{0ADB7960-C9C0-479C-B1A8-4553DA2D2520},5301.120959529212087
359,359,1,0,0, ,SR-111,1995,2,0, , ,{606F191E-648D-4144-BCFE-EE9FC14A845D},30736.816034918287187
360,360,0,0,0, ,VALLEY VIEW,1995,3,0,KATELLA,BALL,{59AA1B1A-CFC3-4833-B5DC-6CAE9A8B7BE7},5173.875678659294863
361,361,0,0,0, ,KATELLA,1995,3,0,VALLEY VIEW,LEXINGTON,{C990D795-2AC3-4661-AD1B-3F20372CE4AB},7894.007140515015635
362,362,0,0,0, ,KNOTT,1995,3,0,KATELLA,W BALL,{79B11BD7-4F7E-44B9-8CAD-293CD4892A49},5256.382347106185080
363,363,0,0,0, ,KATELLA,1995,3,0,S KNOTT,LEXINGTON,{B31067C9-F4AF-4C8D-B27C-B87FF5BAA2B4},5293.606837677421026
364,364,1,0,0, ,SR-39,1995,2,0, , ,{BC7ACB4C-47B6-4A4F-AD43-49D7D90F165A},5277.706271864659357
365,365,0,0,0, ,KATELLA,1995,3,0,SR-39,KNOTT,{2E4ABF04-CBD3-41D2-9A04-87303256B6FB},5369.833841335672332
366,366,0,0,0, ,MAGNOLIA,1995,3,0,KATELLA,BALL,{75CBA62A-6B68-402D-8217-68E97A37FBDC},5293.682776284844294
367,367,0,0,0, ,KATELLA,1995,3,0,MAGNOLIA,SR-39,{831B68FC-1493-4FB5-A92E-FA7CCD4B5A7E},5318.580692132671174
368,368,0,0,0, ,BROOKHURST,1995,3,0,KATELLA,W BALL,{EEEAA174-3D37-4CB5-9B3D-B658B62ED04D},5343.326514178867001
369,369,0,0,0, ,KATELLA,1995,3,0,BROOKHURST,MAGNOLIA,{9987D0FE-CD3D-4E81-BB8A-7357E897CD1B},5109.996180503464529
370,370,0,0,0, ,EUCLID,1995,3,0,KATELLA,W BALL,{9D320DB8-2D07-435C-A0CE-2256B6AD1AD2},5384.952892967064145
371,371,0,0,0, ,KATELLA,1995,3,0,EUCLID,BROOKHURST,{4A0E5EBE-CACD-4994-8731-34F933FA51D5},5327.949406748247384
372,372,0,0,0, ,HARBOR,1995,3,0,KATELLA,MANCHESTER,{94A7F597-7A3E-4A47-ADE0-155E4349500A},4443.551984921505209
373,373,0,0,0, ,KATELLA,1995,3,0,EUCLID,HARBOR,{77B92BBB-37CA-424D-B3F6-2DF1CF65074E},7928.087401413099542
374,374,1,0,0, ,I-5,1995,1,0, , ,{6D9F6DF7-8781-4243-905C-A897F21EAA62},5907.902668199847540
375,375,0,0,0, ,KATELLA,1995,3,0,S HARBOR,HASTER,{FA6BEB67-F071-499C-B19D-F869A27BAABB},3845.307562340474760
376,376,0,0,0, ,STATE COLLEGE,1995,3,0,E KATELLA,E BALL,{FC18B533-7B93-4FAC-A0E4-6A261D332686},5376.607562971725201
377,377,0,0,0, ,KATELLA,1995,3,0,S STATE COLLEGE,ANAHEIM,{28E871FE-D1F3-47BA-BE8A-9C85FA777F44},4102.610092764464753
378,378,0,0,0, ,KATELLA,1995,3,0,S DOUGLASS,STATE COLLEGE,{F71A8DFA-A01C-4E43-ACC7-AB64D41B183F},3161.690280022854949
379,379,0,0,0, ,LEXINGTON,1995,3,0,FARQUHAR,KATELLA,{67B31C54-2FA2-47E6-AD82-5BDAB7EE8328},1266.940788002998715
380,380,0,0,0, ,STATE COLLEGE,1995,3,0,E ORANGEWOOD,E KATELLA,{2EF0C338-90AC-4CF8-888A-78086505DCB7},3250.547869573310891
381,381,0,0,0, ,THE CITY,1995,3,0, , ,{E47D57A4-31F1-4655-8288-A772F93475FE},1239.163542148962733
382,382,1,0,0, ,I-5,1995,1,0, , ,{DF53D982-F8B9-4370-94D7-8C323ED46873},5754.877719864982282
